ds,y
201484800,19
201571200,19
201657600,23
201744000,21
201830400,20
201916800,22
202003200,21
202089600,20
202176000,19
202262400,18
202348800,18
202435200,18
202521600,18
202608000,18
202694400,18
202780800,18
202867200,18
202953600,18
203040000,19
203126400,18
203212800,18
203299200,18
203385600,18
203472000,19
203558400,19
203644800,20
203731200,18
203817600,18
203904000,20
203990400,19
204076800,19
204163200,18
204249600,19
204336000,19
204422400,19
204508800,19
204595200,19
204681600,18
204768000,18
204854400,21
204940800,21
205027200,21
205113600,21
205200000,22
205286400,22
205372800,22
205459200,20
205545600,21
205632000,21
205718400,21
205804800,21
205891200,23
205977600,23
206064000,23
206150400,20
206236800,23
206323200,20
206409600,23
206496000,22
206582400,23
206668800,23
206755200,23
206841600,22
206928000,23
207014400,20
207100800,25
207187200,25
207273600,22
207360000,24
207446400,20
207532800,21
207619200,22
207705600,20
207792000,25
207878400,47
207964800,39
208051200,41
208137600,41
208224000,28
208310400,41
208396800,41
208483200,34
208569600,44
208656000,41
208742400,43
208828800,42
208915200,41
209001600,25
209088000,25
209174400,25
209260800,28
209347200,27
209433600,31
209520000,27
209606400,26
209692800,24
209779200,25
209865600,26
209952000,25
210038400,28
210124800,44
210211200,44
210297600,27
210384000,28
210470400,46
210556800,47
210643200,48
210729600,47
210816000,47
210902400,46
210988800,46
211075200,47
211161600,47
211248000,52
211334400,48
211420800,64
211507200,62
211593600,57
211680000,62
211766400,49
211852800,50
211939200,51
212025600,49
212112000,49
212198400,49
212284800,51
212371200,53
212457600,60
212544000,60
212630400,60
212716800,57
212803200,62
212889600,54
212976000,65
213062400,60
213148800,15
213235200,16
213321600,15
213408000,15
213494400,15
213580800,14
213667200,16
213753600,15
213840000,15
213926400,14
214012800,16
214099200,16
214185600,14
214272000,14
214358400,14
214444800,16
214531200,16
214617600,14
214704000,15
214790400,15
214876800,15
214963200,15
215049600,14
215136000,14
215222400,16
215308800,16
215395200,15
215481600,16
215568000,15
215654400,15
215740800,14
215827200,13
215913600,14
216000000,15
216086400,15
216172800,15
216259200,16
216345600,17
216432000,15
216518400,13
216604800,12
216691200,15
216777600,15
216864000,14
216950400,16
217036800,13
217123200,15
217209600,16
217296000,15
217382400,16
217468800,16
217555200,15
217641600,15
217728000,14
217814400,17
217900800,18
217987200,17
218073600,17
218160000,17
218246400,17
218332800,17
218419200,16
218505600,17
218592000,16
218678400,16
218764800,16
218851200,16
218937600,18
219024000,17
219110400,16
219196800,18
219283200,16
219369600,16
219456000,16
219542400,16
219628800,17
219715200,17
219801600,17
219888000,17
219974400,17
220060800,17
220147200,17
220233600,17
220320000,17
220406400,16
220492800,18
220579200,17
220665600,17
220752000,17
220838400,17
220924800,18
221011200,36
221097600,31
221184000,26
221270400,38
221356800,39
221443200,32
221529600,40
221616000,38
221702400,34
221788800,34
221875200,40
221961600,39
222048000,39
222134400,39
222220800,36
222307200,39
222393600,36
222480000,37
222566400,34
222652800,34
222739200,31
222825600,34
222912000,21
222998400,24
223084800,38
223171200,33
223257600,29
223344000,38
223430400,31
223516800,37
223603200,37
223689600,37
223776000,31
223862400,35
223948800,25
224035200,40
224121600,33
224208000,29
224294400,41
224380800,34
224467200,35
224553600,26
224640000,36
224726400,29
224812800,37
224899200,34
224985600,36
225072000,37
225158400,33
225244800,31
225331200,30
225417600,34
225504000,38
225590400,25
225676800,36
225763200,35
225849600,38
225936000,38
226022400,33
226108800,22
226195200,36
226281600,34
226368000,36
226454400,26
226540800,27
226627200,27
226713600,28
226800000,32
226886400,29
226972800,30
227059200,32
227145600,24
227232000,23
227318400,21
227404800,36
227491200,32
227577600,27
227664000,31
227750400,32
227836800,25
227923200,30
228009600,26
228096000,19
228182400,25
228268800,19
228355200,19
228441600,32
228528000,25
228614400,24
228700800,24
228787200,32
228873600,23
228960000,29
229046400,19
229132800,21
229219200,25
229305600,21
229392000,23
229478400,20
229564800,22
229651200,20
229737600,22
229824000,22
229910400,23
229996800,22
230083200,22
230169600,23
230256000,21
230342400,21
230428800,22
230515200,19
230601600,22
230688000,19
230774400,21
230860800,21
230947200,18
231033600,19
231120000,17
231206400,19
231292800,19
231379200,18
231465600,18
231552000,18
231638400,20
231724800,19
231811200,18
231897600,18
231984000,19
232070400,19
232156800,18
232243200,20
232329600,20
232416000,19
232502400,19
232588800,19
232675200,19
232761600,19
232848000,19
232934400,19
233020800,21
233107200,19
233193600,19
233280000,23
233366400,24
233452800,22
233539200,24
233625600,23
233712000,24
233798400,23
233884800,23
233971200,24
234057600,23
234144000,22
234230400,25
234316800,23
234403200,25
234489600,24
234576000,23
234662400,23
234748800,24
234835200,23
234921600,22
235008000,24
235094400,24
235180800,22
235267200,21
235353600,20
235440000,25
235526400,19
235612800,18
235699200,25
235785600,25
235872000,42
235958400,42
236044800,45
236131200,44
236217600,42
236304000,27
236390400,44
236476800,44
236563200,43
236649600,42
236736000,26
236822400,44
236908800,41
236995200,25
237081600,29
237168000,30
237254400,28
237340800,25
237427200,26
237513600,26
237600000,26
237686400,26
237772800,29
237859200,33
237945600,29
238032000,25
238118400,32
238204800,31
238291200,44
238377600,29
238464000,47
238550400,31
238636800,26
238723200,26
238809600,25
238896000,46
238982400,46
239068800,45
239155200,48
239241600,50
239328000,47
239414400,48
239500800,46
239587200,46
239673600,49
239760000,47
239846400,67
239932800,48
240019200,49
240105600,55
240192000,52
240278400,50
240364800,52
240451200,51
240537600,53
240624000,53
240710400,52
240796800,53
240883200,53
240969600,54
241056000,73
241142400,78
241228800,60
241315200,55
241401600,55
241488000,58
241574400,13
241660800,15
241747200,15
241833600,15
241920000,15
242006400,16
242092800,15
242179200,14
242265600,14
242352000,13
242438400,15
242524800,15
242611200,15
242697600,14
242784000,15
242870400,14
242956800,14
243043200,15
243129600,15
243216000,15
243302400,15
243388800,14
243475200,15
243561600,15
243648000,15
243734400,13
243820800,14
243907200,15
243993600,14
244080000,15
244166400,15
244252800,13
244339200,12
244425600,13
244512000,12
244598400,15
244684800,14
244771200,15
244857600,15
244944000,17
245030400,17
245116800,16
245203200,17
245289600,18
245376000,17
245462400,16
245548800,17
245635200,16
245721600,17
245808000,15
245894400,16
245980800,16
246067200,16
246153600,17
246240000,16
246326400,16
246412800,17
246499200,17
246585600,17
246672000,17
246758400,17
246844800,18
246931200,18
247017600,18
247104000,16
247190400,18
247276800,17
247363200,17
247449600,16
247536000,18
247622400,17
247708800,17
247795200,17
247881600,18
247968000,36
248054400,31
248140800,36
248227200,36
248313600,38
248400000,27
248486400,30
248572800,35
248659200,38
248745600,32
248832000,32
248918400,31
249004800,36
249091200,25
249177600,33
249264000,19
249350400,37
249436800,38
249523200,35
249609600,40
249696000,31
249782400,32
249868800,31
249955200,36
250041600,34
250128000,38
250214400,36
250300800,33
250387200,35
250473600,34
250560000,39
250646400,36
250732800,39
250819200,36
250905600,26
250992000,29
251078400,29
251164800,34
251251200,26
251337600,35
251424000,38
251510400,36
251596800,35
251683200,26
251769600,37
251856000,21
251942400,34
252028800,34
252115200,32
252201600,37
252288000,20
252374400,34
252460800,19
252547200,18
252633600,19
252720000,36
252806400,28
252892800,33
252979200,19
253065600,29
253152000,29
253238400,24
253324800,33
253411200,29
253497600,29
253584000,32
253670400,36
253756800,35
253843200,33
253929600,35
254016000,31
254102400,25
254188800,25
254275200,27
254361600,31
254448000,27
254534400,29
254620800,30
254707200,19
254793600,31
254880000,28
254966400,28
255052800,25
255139200,21
255225600,31
255312000,24
255398400,21
255484800,21
255571200,24
255657600,24
255744000,18
255830400,26
255916800,24
256003200,23
256089600,41
256176000,21
256262400,19
256348800,28
256435200,19
256521600,21
256608000,23
256694400,19
256780800,22
256867200,19
256953600,21
257040000,20
257126400,20
257212800,21
257299200,22
257385600,24
257472000,20
257558400,20
257644800,20
257731200,23
257817600,22
257904000,21
257990400,21
258076800,20
258163200,21
258249600,20
258336000,18
258422400,18
258508800,19
258595200,18
258681600,17
258768000,17
258854400,19
258940800,18
259027200,18
259113600,19
259200000,19
259286400,19
259372800,19
259459200,20
259545600,19
259632000,20
259718400,20
259804800,19
259891200,19
259977600,18
260064000,20
260150400,19
260236800,19
260323200,19
260409600,19
260496000,19
260582400,20
260668800,20
260755200,20
260841600,20
260928000,21
261014400,23
261100800,21
261187200,20
261273600,19
261360000,21
261446400,20
261532800,23
261619200,23
261705600,21
261792000,20
261878400,25
261964800,21
262051200,23
262137600,24
262224000,22
262310400,25
262396800,23
262483200,22
262569600,22
262656000,22
262742400,23
262828800,25
262915200,24
263001600,24
263088000,24
263174400,21
263260800,24
263347200,20
263433600,24
263520000,26
263606400,25
263692800,21
263779200,23
263865600,24
263952000,23
264038400,24
264124800,25
264211200,21
264297600,46
264384000,46
264470400,42
264556800,42
264643200,44
264729600,43
264816000,45
264902400,36
264988800,41
265075200,42
265161600,41
265248000,44
265334400,28
265420800,25
265507200,25
265593600,27
265680000,27
265766400,25
265852800,24
265939200,25
266025600,28
266112000,28
266198400,43
266284800,42
266371200,43
266457600,44
266544000,46
266630400,44
266716800,44
266803200,44
266889600,45
266976000,29
267062400,30
267148800,27
267235200,46
267321600,50
267408000,47
267494400,48
267580800,48
267667200,49
267753600,49
267840000,50
267926400,50
268012800,54
268099200,64
268185600,50
268272000,50
268358400,51
268444800,51
268531200,53
268617600,51
268704000,53
268790400,54
268876800,59
268963200,61
269049600,55
269136000,59
269222400,64
269308800,55
269395200,58
269481600,62
269568000,58
269654400,15
269740800,14
269827200,15
269913600,14
270000000,14
270086400,15
270172800,15
270259200,15
270345600,15
270432000,15
270518400,14
270604800,15
270691200,13
270777600,15
270864000,15
270950400,14
271036800,14
271123200,15
271209600,15
271296000,12
271382400,15
271468800,13
271555200,15
271641600,14
271728000,15
271814400,13
271900800,15
271987200,14
272073600,15
272160000,16
272246400,15
272332800,15
272419200,14
272505600,15
272592000,14
272678400,15
272764800,16
272851200,16
272937600,16
273024000,14
273110400,15
273196800,15
273283200,14
273369600,13
273456000,15
273542400,14
273628800,16
273715200,17
273801600,16
273888000,17
273974400,17
274060800,18
274147200,17
274233600,17
274320000,16
274406400,18
274492800,15
274579200,17
274665600,17
274752000,15
274838400,17
274924800,17
275011200,17
275097600,17
275184000,17
275270400,17
275356800,16
275443200,15
275529600,16
275616000,16
275702400,17
275788800,16
275875200,16
275961600,16
276048000,16
276134400,17
276220800,17
276307200,18
276393600,17
276480000,18
276566400,17
276652800,17
276739200,18
276825600,17
276912000,18
276998400,17
277084800,17
277171200,18
277257600,18
277344000,18
277430400,17
277516800,18
277603200,17
277689600,17
277776000,17
277862400,18
277948800,18
278035200,38
278121600,32
278208000,41
278294400,37
278380800,34
278467200,32
278553600,26
278640000,38
278726400,33
278812800,38
278899200,37
278985600,34
279072000,36
279158400,25
279244800,38
279331200,26
279417600,34
279504000,34
279590400,31
279676800,38
279763200,36
279849600,22
279936000,35
280022400,38
280108800,40
280195200,40
280281600,32
280368000,38
280454400,38
280540800,23
280627200,30
280713600,28
280800000,39
280886400,25
280972800,27
281059200,26
281145600,33
281232000,25
281318400,32
281404800,25
281491200,35
281577600,33
281664000,41
281750400,28
281836800,22
281923200,35
282009600,34
282096000,34
282182400,20
282268800,41
282355200,31
282441600,20
282528000,25
282614400,24
282700800,23
282787200,34
282873600,36
282960000,30
283046400,19
283132800,32
283219200,31
283305600,33
283392000,20
283478400,27
283564800,31
283651200,22
283737600,19
283824000,21
283910400,20
283996800,21
284083200,30
284169600,40
284256000,18
284342400,20
284428800,33
284515200,32
284601600,33
284688000,19
284774400,30
284860800,21
284947200,24
285033600,18
285120000,35
285206400,35
285292800,24
285379200,20
285465600,19
285552000,19
285638400,29
285724800,36
285811200,24
285897600,30
285984000,24
286070400,26
286156800,30
286243200,23
286329600,24
286416000,22
286502400,20
286588800,21
286675200,20
286761600,23
286848000,22
286934400,21
287020800,20
287107200,19
287193600,21
287280000,19
287366400,18
287452800,20
287539200,20
287625600,23
287712000,21
287798400,20
287884800,20
287971200,20
288057600,20
288144000,21
288230400,23
288316800,21
288403200,21
288489600,21
288576000,17
288662400,18
288748800,19
288835200,19
288921600,17
289008000,18
289094400,19
289180800,19
289267200,21
289353600,18
289440000,18
289526400,19
289612800,19
289699200,20
289785600,19
289872000,19
289958400,19
290044800,19
290131200,20
290217600,19
290304000,20
290390400,20
290476800,18
290563200,19
290649600,19
290736000,18
290822400,20
290908800,18
290995200,19
291081600,21
291168000,20
291254400,21
291340800,20
291427200,19
291513600,28
291600000,23
291686400,20
291772800,23
291859200,23
291945600,23
292032000,22
292118400,22
292204800,21
292291200,21
292377600,24
292464000,23
292550400,23
292636800,23
292723200,20
292809600,21
292896000,24
292982400,25
293068800,20
293155200,23
293241600,24
293328000,24
293414400,24
293500800,41
293587200,44
293673600,43
293760000,43
293846400,42
293932800,43
294019200,42
294105600,45
294192000,41
294278400,29
294364800,41
294451200,33
294537600,41
294624000,26
294710400,27
294796800,32
294883200,28
294969600,25
295056000,27
295142400,28
295228800,28
295315200,33
295401600,45
295488000,29
295574400,45
295660800,25
295747200,27
295833600,27
295920000,27
296006400,25
296092800,27
296179200,47
296265600,48
296352000,46
296438400,45
296524800,47
296611200,58
296697600,60
296784000,50
296870400,50
296956800,50
297043200,49
297129600,49
297216000,57
297302400,67
297388800,53
297475200,61
297561600,58
297648000,59
297734400,15
297820800,15
297907200,16
297993600,16
298080000,15
298166400,15
298252800,16
298339200,15
298425600,15
298512000,17
298598400,15
298684800,13
298771200,14
298857600,16
298944000,15
299030400,14
299116800,15
299203200,14
299289600,16
299376000,14
299462400,13
299548800,16
299635200,15
299721600,15
299808000,14
299894400,13
299980800,15
300067200,14
300153600,14
300240000,15
300326400,16
300412800,15
300499200,15
300585600,15
300672000,13
300758400,15
300844800,15
300931200,16
301017600,15
301104000,14
301190400,17
301276800,17
301363200,17
301449600,16
301536000,18
301622400,17
301708800,16
301795200,16
301881600,17
301968000,16
302054400,17
302140800,16
302227200,17
302313600,16
302400000,16
302486400,17
302572800,15
302659200,15
302745600,13
302832000,16
302918400,16
303004800,16
303091200,16
303177600,17
303264000,16
303350400,18
303436800,18
303523200,17
303609600,18
303696000,18
303782400,18
303868800,17
303955200,17
304041600,17
304128000,17
304214400,18
304300800,17
304387200,17
304473600,17
304560000,17
304646400,17
304732800,17
304819200,18
304905600,41
304992000,37
305078400,37
305164800,42
305251200,33
305337600,38
305424000,31
305510400,38
305596800,36
305683200,33
305769600,38
305856000,28
305942400,28
306028800,39
306115200,29
306201600,35
306288000,21
306374400,32
306460800,33
306547200,32
306633600,36
306720000,37
306806400,31
306892800,30
306979200,34
307065600,36
307152000,39
307238400,28
307324800,39
307411200,27
307497600,38
307584000,29
307670400,34
307756800,24
307843200,39
307929600,36
308016000,22
308102400,32
308188800,40
308275200,37
308361600,37
308448000,31
308534400,19
308620800,29
308707200,25
308793600,36
308880000,32
308966400,28
309052800,33
309139200,40
309225600,39
309312000,33
309398400,35
309484800,32
309571200,27
309657600,35
309744000,32
309830400,37
309916800,34
310003200,29
310089600,30
310176000,37
310262400,22
310348800,18
310435200,37
310521600,34
310608000,24
310694400,28
310780800,24
310867200,33
310953600,31
311040000,29
311126400,31
311212800,21
311299200,28
311385600,39
311472000,31
311558400,22
311644800,30
311731200,35
311817600,20
311904000,28
311990400,20
312076800,20
312163200,21
312249600,23
312336000,21
312422400,22
312508800,27
312595200,31
312681600,19
312768000,40
312854400,20
312940800,23
313027200,19
313113600,20
313200000,25
313286400,33
313372800,19
313459200,29
313545600,25
313632000,24
313718400,27
313804800,27
313891200,21
313977600,19
314064000,19
314150400,20
314236800,22
314323200,20
314409600,18
314496000,23
314582400,22
314668800,19
314755200,23
314841600,21
314928000,21
315014400,18
315100800,22
315187200,20
315273600,20
315360000,22
315446400,20
315532800,18
315619200,21
315705600,17
315792000,18
315878400,18
315964800,18
316051200,18
316137600,18
316224000,18
316310400,18
316396800,19
316483200,19
316569600,20
316656000,19
316742400,20
316828800,18
316915200,20
317001600,19
317088000,20
317174400,21
317260800,21
317347200,22
317433600,22
317520000,21
317606400,23
317692800,23
317779200,23
317865600,20
317952000,22
318038400,24
318124800,21
318211200,24
318297600,24
318384000,24
318470400,22
318556800,22
318643200,24
318729600,24
318816000,21
318902400,24
318988800,25
319075200,20
319161600,23
319248000,25
319334400,24
319420800,21
319507200,23
319593600,23
319680000,19
319766400,23
319852800,24
319939200,22
320025600,20
320112000,25
320198400,43
320284800,31
320371200,44
320457600,43
320544000,43
320630400,44
320716800,41
320803200,44
320889600,45
320976000,42
321062400,33
321148800,43
321235200,27
321321600,42
321408000,25
321494400,25
321580800,32
321667200,30
321753600,26
321840000,25
321926400,29
322012800,26
322099200,27
322185600,28
322272000,40
322358400,26
322444800,43
322531200,40
322617600,43
322704000,29
322790400,25
322876800,31
322963200,26
323049600,26
323136000,28
323222400,48
323308800,47
323395200,48
323481600,48
323568000,63
323654400,51
323740800,51
323827200,47
323913600,51
324000000,50
324086400,50
324172800,53
324259200,52
324345600,53
324432000,85
324518400,61
324604800,57
324691200,57
324777600,59
324864000,56
324950400,64
325036800,57
325123200,16
325209600,15
325296000,15
325382400,16
325468800,15
325555200,15
325641600,14
325728000,16
325814400,15
325900800,14
325987200,15
326073600,13
326160000,15
326246400,14
326332800,15
326419200,16
326505600,16
326592000,15
326678400,15
326764800,15
326851200,15
326937600,15
327024000,12
327110400,16
327196800,15
327283200,16
327369600,15
327456000,15
327542400,14
327628800,13
327715200,15
327801600,15
327888000,16
327974400,16
328060800,16
328147200,14
328233600,15
328320000,13
328406400,15
328492800,15
328579200,14
328665600,14
328752000,16
328838400,18
328924800,16
329011200,17
329097600,17
329184000,17
329270400,16
329356800,18
329443200,14
329529600,17
329616000,17
329702400,16
329788800,16
329875200,16
329961600,18
330048000,16
330134400,16
330220800,16
330307200,16
330393600,16
330480000,17
330566400,17
330652800,14
330739200,16
330825600,21
330912000,17
330998400,17
331084800,18
331171200,17
331257600,17
331344000,17
331430400,17
331516800,18
331603200,16
331689600,17
331776000,17
331862400,17
331948800,17
332035200,18
332121600,17
332208000,17
332294400,17
332380800,39
332467200,38
332553600,39
332640000,37
332726400,36
332812800,38
332899200,25
332985600,34
333072000,32
333158400,37
333244800,33
333331200,35
333417600,37
333504000,35
333590400,38
333676800,23
333763200,23
333849600,37
333936000,31
334022400,39
334108800,26
334195200,24
334281600,30
334368000,35
334454400,34
334540800,26
334627200,39
334713600,23
334800000,30
334886400,41
334972800,28
335059200,31
335145600,21
335232000,26
335318400,32
335404800,29
335491200,40
335577600,40
335664000,19
335750400,27
335836800,32
335923200,34
336009600,34
336096000,36
336182400,32
336268800,40
336355200,30
336441600,34
336528000,33
336614400,32
336700800,19
336787200,29
336873600,23
336960000,33
337046400,36
337132800,19
337219200,40
337305600,31
337392000,19
337478400,36
337564800,22
337651200,34
337737600,29
337824000,18
337910400,19
337996800,21
338083200,26
338169600,36
338256000,24
338342400,19
338428800,35
338515200,20
338601600,19
338688000,22
338774400,20
338860800,27
338947200,23
339033600,32
339120000,35
339206400,32
339292800,31
339379200,22
339465600,22
339552000,21
339638400,29
339724800,29
339811200,34
339897600,23
339984000,28
340070400,26
340156800,30
340243200,19
340329600,19
340416000,22
340502400,19
340588800,41
340675200,20
340761600,26
340848000,25
340934400,22
341020800,23
341107200,26
341193600,31
341280000,34
341366400,25
341452800,38
341539200,32
341625600,32
341712000,25
341798400,21
341884800,19
341971200,19
342057600,21
342144000,18
342230400,22
342316800,21
342403200,20
342489600,22
342576000,19
342662400,20
342748800,24
342835200,20
342921600,21
343008000,22
343094400,23
343180800,19
343267200,19
343353600,19
343440000,18
343526400,18
343612800,18
343699200,18
343785600,18
343872000,19
343958400,19
344044800,20
344131200,20
344217600,19
344304000,18
344390400,19
344476800,19
344563200,18
344649600,19
344736000,21
344822400,20
344908800,20
344995200,20
345081600,22
345168000,21
345254400,21
345340800,19
345427200,23
345513600,24
345600000,21
345686400,22
345772800,24
345859200,23
345945600,22
346032000,23
346118400,25
346204800,21
346291200,23
346377600,21
346464000,21
346550400,23
346636800,24
346723200,23
346809600,22
346896000,22
346982400,19
347068800,25
347155200,25
347241600,24
347328000,42
347414400,49
347500800,43
347587200,42
347673600,43
347760000,45
347846400,27
347932800,42
348019200,46
348105600,28
348192000,25
348278400,31
348364800,30
348451200,26
348537600,25
348624000,26
348710400,25
348796800,29
348883200,28
348969600,28
349056000,45
349142400,29
349228800,46
349315200,47
349401600,28
349488000,46
349574400,46
349660800,47
349747200,47
349833600,48
349920000,50
350006400,49
350092800,61
350179200,61
350265600,60
350352000,67
350438400,52
350524800,52
350611200,51
350697600,49
350784000,51
350870400,64
350956800,54
351043200,83
351129600,58
351216000,55
351302400,59
351388800,66
351475200,59
351561600,15
351648000,16
351734400,16
351820800,16
351907200,16
351993600,15
352080000,17
352166400,16
352252800,15
352339200,15
352425600,15
352512000,15
352598400,16
352684800,15
352771200,15
352857600,16
352944000,14
353030400,15
353116800,15
353203200,15
353289600,15
353376000,16
353462400,16
353548800,14
353635200,17
353721600,15
353808000,14
353894400,15
353980800,16
354067200,13
354153600,14
354240000,16
354326400,16
354412800,14
354499200,16
354585600,15
354672000,14
354758400,16
354844800,14
354931200,15
355017600,15
355104000,15
355190400,14
355276800,16
355363200,15
355449600,15
355536000,14
355622400,14
355708800,16
355795200,17
355881600,16
355968000,15
356054400,17
356140800,17
356227200,16
356313600,17
356400000,16
356486400,17
356572800,17
356659200,17
356745600,16
356832000,14
356918400,17
357004800,18
357091200,16
357177600,17
357264000,17
357350400,18
357436800,17
357523200,17
357609600,18
357696000,17
357782400,17
357868800,17
357955200,18
358041600,17
358128000,17
358214400,18
358300800,17
358387200,17
358473600,19
358560000,17
358646400,18
358732800,17
358819200,17
358905600,17
358992000,17
359078400,18
359164800,18
359251200,17
359337600,18
359424000,18
359510400,35
359596800,26
359683200,39
359769600,36
359856000,38
359942400,36
360028800,30
360115200,37
360201600,40
360288000,36
360374400,35
360460800,40
360547200,32
360633600,43
360720000,33
360806400,36
360892800,40
360979200,30
361065600,26
361152000,37
361238400,34
361324800,34
361411200,39
361497600,40
361584000,29
361670400,36
361756800,20
361843200,38
361929600,38
362016000,29
362102400,35
362188800,34
362275200,33
362361600,28
362448000,19
362534400,25
362620800,38
362707200,23
362793600,24
362880000,37
362966400,28
363052800,32
363139200,35
363225600,29
363312000,32
363398400,38
363484800,32
363571200,37
363657600,36
363744000,26
363830400,19
363916800,18
364003200,32
364089600,34
364176000,39
364262400,33
364348800,26
364435200,28
364521600,22
364608000,31
364694400,32
364780800,25
364867200,33
364953600,28
365040000,34
365126400,19
365212800,33
365299200,34
365385600,27
365472000,23
365558400,30
365644800,31
365731200,18
365817600,31
365904000,20
365990400,32
366076800,22
366163200,32
366249600,23
366336000,29
366422400,24
366508800,21
366595200,27
366681600,26
366768000,22
366854400,21
366940800,24
367027200,40
367113600,35
367200000,32
367286400,26
367372800,21
367459200,20
367545600,20
367632000,23
367718400,18
367804800,22
367891200,22
367977600,20
368064000,20
368150400,21
368236800,20
368323200,22
368409600,18
368496000,22
368582400,18
368668800,21
368755200,19
368841600,21
368928000,18
369014400,18
369100800,18
369187200,18
369273600,19
369360000,18
369446400,18
369532800,18
369619200,18
369705600,18
369792000,18
369878400,18
369964800,18
370051200,20
370137600,20
370224000,20
370310400,19
370396800,19
370483200,20
370569600,19
370656000,19
370742400,20
370828800,23
370915200,20
371001600,22
371088000,20
371174400,20
371260800,20
371347200,21
371433600,20
371520000,20
371606400,22
371692800,20
371779200,23
371865600,24
371952000,21
372038400,20
372124800,20
372211200,21
372297600,20
372384000,23
372470400,21
372556800,22
372643200,25
372729600,21
372816000,24
372902400,22
372988800,23
373075200,22
373161600,22
373248000,22
373334400,25
373420800,25
373507200,24
373593600,24
373680000,25
373766400,44
373852800,42
373939200,43
374025600,43
374112000,42
374198400,47
374284800,41
374371200,44
374457600,30
374544000,46
374630400,44
374716800,43
374803200,27
374889600,42
374976000,41
375062400,25
375148800,29
375235200,28
375321600,26
375408000,25
375494400,25
375580800,26
375667200,25
375753600,28
375840000,25
375926400,26
376012800,41
376099200,43
376185600,27
376272000,27
376358400,45
376444800,27
376531200,26
376617600,27
376704000,26
376790400,45
376876800,46
376963200,47
377049600,46
377136000,47
377222400,46
377308800,47
377395200,47
377481600,62
377568000,49
377654400,52
377740800,51
377827200,50
377913600,51
378000000,51
378086400,51
378172800,52
378259200,51
378345600,80
378432000,56
378518400,62
378604800,56
378691200,57
378777600,57
378864000,54
378950400,14
379036800,16
379123200,15
379209600,15
379296000,15
379382400,14
379468800,13
379555200,16
379641600,13
379728000,15
379814400,15
379900800,14
379987200,15
380073600,14
380160000,15
380246400,15
380332800,16
380419200,15
380505600,14
380592000,15
380678400,15
380764800,14
380851200,15
380937600,15
381024000,15
381110400,13
381196800,14
381283200,16
381369600,15
381456000,15
381542400,15
381628800,14
381715200,13
381801600,15
381888000,15
381974400,14
382060800,16
382147200,12
382233600,16
382320000,15
382406400,16
382492800,16
382579200,16
382665600,16
382752000,16
382838400,17
382924800,17
383011200,17
383097600,16
383184000,16
383270400,18
383356800,17
383443200,17
383529600,18
383616000,17
383702400,16
383788800,17
383875200,16
383961600,15
384048000,16
384134400,16
384220800,17
384307200,17
384393600,18
384480000,16
384566400,17
384652800,17
384739200,18
384825600,18
384912000,17
384998400,17
385084800,17
385171200,18
385257600,17
385344000,19
385430400,17
385516800,18
385603200,17
385689600,18
385776000,18
385862400,18
385948800,16
386035200,39
386121600,39
386208000,41
386294400,31
386380800,40
386467200,40
386553600,38
386640000,25
386726400,23
386812800,37
386899200,38
386985600,38
387072000,39
387158400,39
387244800,38
387331200,39
387417600,39
387504000,31
387590400,38
387676800,29
387763200,39
387849600,35
387936000,38
388022400,32
388108800,30
388195200,32
388281600,36
388368000,37
388454400,39
388540800,39
388627200,37
388713600,36
388800000,27
388886400,37
388972800,20
389059200,26
389145600,34
389232000,40
389318400,20
389404800,31
389491200,29
389577600,36
389664000,24
389750400,31
389836800,24
389923200,34
390009600,22
390096000,32
390182400,25
390268800,30
390355200,27
390441600,21
390528000,33
390614400,35
390700800,25
390787200,33
390873600,31
390960000,34
391046400,31
391132800,19
391219200,31
391305600,31
391392000,30
391478400,29
391564800,30
391651200,27
391737600,19
391824000,36
391910400,35
391996800,33
392083200,33
392169600,18
392256000,35
392342400,27
392428800,33
392515200,19
392601600,25
392688000,20
392774400,20
392860800,28
392947200,31
393033600,22
393120000,34
393206400,30
393292800,18
393379200,28
393465600,25
393552000,18
393638400,19
393724800,23
393811200,24
393897600,18
393984000,34
394070400,27
394156800,25
394243200,28
394329600,33
394416000,19
394502400,23
394588800,21
394675200,21
394761600,18
394848000,22
394934400,20
395020800,20
395107200,23
395193600,20
395280000,22
395366400,19
395452800,22
395539200,20
395625600,22
395712000,21
395798400,19
395884800,20
395971200,18
396057600,22
396144000,22
396230400,18
396316800,18
396403200,18
396489600,19
396576000,18
396662400,18
396748800,18
396835200,18
396921600,18
397008000,18
397094400,18
397180800,18
397267200,18
397353600,18
397440000,18
397526400,20
397612800,19
397699200,19
397785600,20
397872000,19
397958400,19
398044800,18
398131200,19
398217600,19
398304000,20
398390400,19
398476800,20
398563200,19
398649600,18
398736000,18
398822400,19
398908800,19
398995200,19
399081600,22
399168000,20
399254400,22
399340800,22
399427200,22
399513600,24
399600000,22
399686400,21
399772800,21
399859200,22
399945600,23
400032000,23
400118400,21
400204800,24
400291200,21
400377600,23
400464000,23
400550400,22
400636800,25
400723200,24
400809600,21
400896000,23
400982400,25
401068800,21
401155200,23
401241600,22
401328000,23
401414400,19
401500800,22
401587200,24
401673600,22
401760000,24
401846400,23
401932800,20
402019200,23
402105600,23
402192000,23
402278400,42
402364800,43
402451200,42
402537600,42
402624000,43
402710400,44
402796800,25
402883200,30
